ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399006.SZ,20110329,1019.04,1050.29,1050.29,1017.881,1052.113,-33.073,-3.1435,2763171.08,9805267.6601
399006.SZ,20110330,1006.366,1017.165,1019.174,1004.377,1019.04,-12.674,-1.2437,1944158.68,6412176.5394
399006.SZ,20110331,1008.296,1006.721,1019.32,1005.374,1006.366,1.93,0.1918,1590416.96,5135415.4398
399006.SZ,20110401,1015.076,1006.038,1015.076,1002.859,1008.296,6.78,0.6724,1294019.88,4125940.1041
399006.SZ,20110406,994.261,1011.676,1011.823,992.311,1015.076,-20.815,-2.0506,1541654.62,4960951.1475
399006.SZ,20110407,1004.412,993.375,1004.412,992.434,994.261,10.151,1.021,1773952.26,5465477.8865
399006.SZ,20110408,1019.142,1004.136,1019.142,1002.379,1004.412,14.73,1.4665,1569267.72,4954630.475
399006.SZ,20110411,1002.804,1021.305,1022.558,1002.434,1019.142,-16.338,-1.6031,1710574.82,5550287.6688
399006.SZ,20110412,1000.165,1000.767,1007.251,997.75,1002.804,-2.639,-0.2632,1354872.46,4373985.5872
399006.SZ,20110413,1020.747,999.534,1020.747,998.517,1000.165,20.582,2.0579,1508995.83,5016655.7164
399006.SZ,20110414,1016.616,1021.101,1021.463,1013.991,1020.747,-4.131,-0.4047,1412610.98,4647287.0084
399006.SZ,20110415,1010.058,1015.966,1016.15,1002.64,1016.616,-6.558,-0.6451,1777145.54,5334863.644
399006.SZ,20110418,1003.258,1008.484,1010.662,1000.179,1010.058,-6.8,-0.6732,1524246.1,4609672.9484
399006.SZ,20110419,994.299,1000.879,1000.879,986.897,1003.258,-8.959,-0.893,1759370.45,5369581.9559
399006.SZ,20110420,1008.18,993.937,1009.501,991.878,994.299,13.881,1.3961,1687702.86,5324734.4745
399006.SZ,20110421,1010.56,1007.979,1017.703,1006.907,1008.18,2.38,0.2361,2388192.19,7231817.9136
399006.SZ,20110422,1004.646,1008.166,1008.298,1000.92,1010.56,-5.914,-0.5852,1893595.65,5644620.7855
399006.SZ,20110425,975.175,1001.083,1001.083,974.985,1004.646,-29.471,-2.9335,1990286.71,5888716.8349
399006.SZ,20110426,958.292,970.958,973.561,954.984,975.175,-16.883,-1.7313,1969918.45,5652329.4632
399006.SZ,20110427,942.543,956.771,961.644,936.988,958.292,-15.749,-1.6434,1827124.59,5145599.1834
399006.SZ,20110428,904.147,941.196,944.704,903.029,942.543,-38.396,-4.0737,1934849.1,5251374.1027
399006.SZ,20110429,912.715,901.156,912.715,897.201,904.147,8.568,0.9476,1317671.09,3479072.2417
399006.SZ,20110503,922.072,911.792,923.058,907.277,912.715,9.357,1.0252,1226499.49,3188961.5353
399006.SZ,20110504,903.985,919.667,919.667,901.918,922.072,-18.087,-1.9616,1270601.82,3320308.5632
399006.SZ,20110505,914.593,901.475,919.604,900.348,903.985,10.608,1.1735,1473808.96,3827690.9248
399006.SZ,20110506,918.282,910.139,920.774,904.743,914.593,3.689,0.4033,1334006.38,3522256.2255
399006.SZ,20110509,931.77,920.12,935.901,920.12,918.282,13.488,1.4688,1557071.75,3716391.8904
399006.SZ,20110510,931.205,932.876,933.236,925.038,931.77,-0.565,-0.0606,1267213.56,3183772.8385
399006.SZ,20110511,929.953,931.509,933.28,923.257,931.205,-1.252,-0.1344,1596040.02,4410316.166
399006.SZ,20110512,909.255,927.152,927.152,909.14,929.953,-20.698,-2.2257,1646752.93,4266441.526
399006.SZ,20110513,909.774,909.245,912.609,897.798,909.255,0.519,0.0571,1544289.0,3926926.0443
399006.SZ,20110516,906.337,911.335,916.017,906.081,909.774,-3.437,-0.3778,1332883.99,3472837.0728
399006.SZ,20110517,895.149,903.978,904.477,890.358,906.337,-11.188,-1.2344,1624413.36,3917310.3186
399006.SZ,20110518,890.794,891.994,894.888,888.175,895.149,-4.355,-0.4865,1744464.39,4078169.0661
399006.SZ,20110519,884.89,891.479,895.539,883.867,890.794,-5.904,-0.6628,1448972.41,3346404.2295
399006.SZ,20110520,875.43,884.061,884.334,873.867,884.89,-9.46,-1.0691,1416626.49,3351488.2903
399006.SZ,20110523,840.898,873.314,873.587,840.653,875.43,-34.532,-3.9446,2047422.85,4393330.1371
399006.SZ,20110524,870.939,836.789,876.596,828.497,840.898,30.041,3.5725,2782844.63,5944870.7441
399006.SZ,20110525,842.35,867.681,867.681,842.124,870.939,-28.589,-3.2825,2176375.63,4720996.2409
399006.SZ,20110526,830.921,843.624,852.982,830.639,842.35,-11.429,-1.3568,1741445.92,3719252.5513
399006.SZ,20110527,822.944,830.605,835.866,819.87,830.921,-7.977,-0.96,1849514.51,3744635.2682
399006.SZ,20110530,834.316,819.868,844.968,816.392,822.944,11.372,1.3819,2335782.99,4571868.8036
399006.SZ,20110531,846.315,836.347,846.315,828.656,834.316,11.999,1.4382,2499466.03,5157702.2117
